sorszam,kod,rovid_nev,nev,iranyitoszam,varos,utca,telefon1,telefon2,telefon3,email,web,kulfoldi,ugyintezo,vevo_fokonyv,szallito_fokonyv,adoszam,vevo_tartozik,vevo_kovetel,szallito_tartozik,szallito_kovetel,maganjellegu,nev2,nev3,telefon4,vezeto,ugyintezo2,levelcim,level_irszam,level_varos,level_utca,level_szoveg,level_megjegyzes1,level_megjegyzes2,telefon1_tipus_sorszam,telefon2_tipus_sorszam,telefon3_tipus_sorszam,telefon4_tipus_sorszam,orszag,forma,telefon1_tipus,telefon2_tipus,telefon3_tipus,telefon4_tipus,telefon1_tipus_nev,telefon2_tipus_nev,telefon3_tipus_nev,telefon4_tipus_nev,vevo_fok,vevo_fok_nev,vevo_szamlatipus,szallito_fok,szallito_fok_nev,szall_szamlatipus,kulso_kod,jelleg_kod,jelleg_nev,jelleg,tipus_kod,tipus_nev,tipus,gln,vpid
13239,100538,SLS.Trade,SLS.Trade,6000,Kecskemét,Babits M. u. 16,,,,,,0,Patocskai Ferenc 30/3-859-452,,,13087896203,,,,,0,"Informatikai, Kereskedelmi és Szolgáltató Kft",,,,,0,,,,,,,1,,,,,,01,,,,Hivatali telefon,,,,,,,,,,,,,,,,,,
5631,100539,Csepreginé Keller Mr,Csepreginé Keller Mria,7030,Paks,Bstya t 19.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13240,100540,Agro-Sükösd Kft.,Agro-Sükösd Kft.,6346,Sükösd,Dózsa Gy. u. 195.,79/363-388,06-30/951-05-79,,agrosukosd@gmail.com,,0,,,,13029629203,,,,,0,,,,Rozsi József 30/9-510-051,,0,,,,,,,1,5,,,,,01,05,,,Hivatali telefon,Rádiótelefon,,,,,,,,,,,,,,,,,
5633,100541,Balázs László,Balázs László,2944,Bana,Mártírok u. 62.,06/30-396-29-84,,,,,0,,,,79131339131,,,,,0,,,,,,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5634,100542,Cser Béla,Cser Béla,6090,Kunszentmiklós,Ágoston Kz6,nagy mihály,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5635,100543,Cseri László,Cseri László,6100,Kiskunfélegyháza,Asztalos János u.9,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5636,100544,Cseri Lászlón,Cseri László,6131,Szank,Arany J.u.7.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5637,100545,Cseri Tibor,Cseri Tibor,6100,Kiskunfélegyháza,Platán u.16/a/4 .,20/473-6363,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5638,100546,Csernák Ferenc,Csernák Ferenc,6100,Kiskunfélegyháza,VII. Ker. 98.,06/204282564,,,,,0,,,,78652172123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5639,100547,Csík Erzsébet,Csík Erzsébet,6033,Városföld,Petõfi S.u.12.,,,,,,0,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5640,100548,Kiss Elemér,Kiss Elemér,6784,Zákányszék,Petõfi u.8.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5641,100549,Tóth János,Tóth János,6000,Kecskemét,Ballószög tanya 326/A,20/553-9019,,,,,0,,1091,,62459664123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,311,Belföldi követelések,3,,,,,NRM,Normál,1,T,Termelõ,57,,
5642,100550,Csertõ Gyula,Csertõ Gyula,6000,Kecskemét,Kada E. u.3.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5643,100551,Cservencsik András,Cservencsik András,6090,Kunszentmiklós,Tavasz t,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5644,100552,Csigi Lajos Vállalko,Csigi Lajos Vállalkozó,7020,Dunaföldvár,KatonaJ.u.11.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5645,100553,Csikos Béla,Csikos Béla,6078,Jakabszállás,Jókai u.37,,,,,,0,,,,78685110123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5646,100554,Csillag Lajos,Csillag Lajos,6060,Tiszakécske,Vizhányó János u.26.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5647,100555,Csillag László,Csillag László,6120,Kiskunmajsa,Móra F.u.5/D.,30/279-5337,,,,,0,,,,75718015223,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5648,100556,Csillik László,Csillik László,6050,Lajosmizse,Rozmaring u.1.,30/5848-177,csak kp,,,,0,,,,75853051123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,Termelõ,57,,
5649,100557,Csiszolástechnika Kf,Csiszolástechnika Kft,6000,Kecskemét,Árpád krt. 2.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5650,100558,Csiszton Attila,Csiszton Attila,6000,Kecskemét,Kisfái 82.,30-532-8674,nem integráljuk kp,,,,0,,,,79586021123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5651,100559,Csitári Tibor,Csitári Tibor,6114,Bugac,Felsõmonostor Tanya  402.,30/23 92 548,,,,,0,,,,79475419223,,,,,0,,,,,,1,6000,Kecskemét,Nagy Lajos Király Krt. 65.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5652,100560,Csizmadi István,Csizmadi István,2347,Bugyi,Kossuth u.61.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5653,100561,Csizmadia József,Csizmadia József,6034,Helvécia,Bem u. 6.,20/552-9720,,,,,0,,,,75860576123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5654,100562,Csáki István,Csáki István,6115,Kunszállás,Dózsa Gy.53,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5655,100563,Floém Bt,Floém Bt,6088,Apostag,Petõfi S.u.16,,,,,,0,,1091,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,311,Belföldi követelések,3,,,,,NRM,Normál,1,T,Termelõ,57,,
5656,100564,Csókás Katalin,Csókás Katalin,6520,Kiskunmajsa,István K.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5658,100566,Csókás Zoltán Tibor,Csókás Zoltán Tibor,6035,Ballószög,Rákóczi út 45.,csak kp-re,30/21-31-333,,,,0,,,,75737335223,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5659,100567,Csókási Zoltán,Csókási Zoltán,6760,Kistelek,Szabadság u.2.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5660,100568,Csongrádi két Szabó ,Csongrádi két Szabó Bt.,6640,Csongrád,Szép u. 56.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5661,100569,Csonka Lajos,Csonka Lajos,2344,Dömsöd,Kisfaludy u. 3.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5662,100570,Csonka Lajosné,Csonka Lajosné,2344,Dömsöd,Vasút u. 33.,24/434-710,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,1,,,,,,01,,,,Hivatali telefon,,,,,,,,,,,,,,,,,,
5663,100571,Csonka Miklós,Csonka Miklós,2347,Bugyi,SZél u.26,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5664,100572,Csonka Tibor,Csonka Tibor,6120,Kiskunmajsa,Rákóczi u1,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5665,100573,Csontos Gábor,Csontos Gábor,6132,Móricgát,Zrinyi u. 51.,,,,,,0,,,,78621459223,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5666,100574,Csontos Máténé,Csontos Máténé,6132,Móricgát,Bezsenyi D.8.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5667,100575,Csontos Máté,Csontos Máté,6132,Móricgát,Zrinyi u. 51.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5668,100576,Csorba és Fiai Bt.,Csorba és Fiai Bt.,6000,Kecskemét,,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5669,100577,Csorba Pál,Csorba Pál,6041,Kerekegyháza,Falu D?l? 26/a.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5670,100578,Drégely-Fém Kft.,Drégely-Fém Kereskedelmi és Szolg. Kft.,2646,Drégelypalánk,Fõ út 111.,35/367-585,30/9338-981,30-5590578,,,0,,,,14316597212,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5671,100579,Csovcsics Jakabné,Csovcsics Jakabné,6090,Kunszentmiklós,Rákóczi t 39.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5672,100580,Agria Logisztikai Ce,Agria Logisztikai Centrum Kft.,9970,Szentgotthárd,Széll K. tér 23. I.em.,30/46-76-517,94/445-200,csak kp-re,,,0,,,,13337964218,,,,,0,,,,,,0,,,,,,,5,1,2,5,,,05,01,02,05,Rádiótelefon,Hivatali telefon,Hivatali fax,Rádiótelefon,,,,,,,,,,,,,,,
5673,100581,Terék Károly,Terék Károly,2711,Tápiószentmárton,József A.u.19.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5674,100582,Czira István,Czira István,2711,Tápiószentmárton,Mátyás király u.23,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5675,100583,Kovács Pál,Kovács Pál,6080,Szabadszállás,Hold u.5.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5676,100584,Csõsz István,Csõsz István,6077,Orgovány,II.Ker.188.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5677,100585,Reidlné KOvács Hajna,Reidlné Kovács Hajnalka,6080,Szabadszállás,Hold u.5.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5678,100586,Bánhegyi Zoltán,Bánhegyi Zoltán,2854,Dad,Fõ u.11,30/396-29-84,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5679,100587,Csõsz Tóth Kft,Csõsz Tóth Kft,0,Keszthely,Tapolcai u.44/B,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5680,100588,Csákány Csaba,Csákány Csaba,2836,Baj,Táncsics u.8.,30/396-29-84,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5681,100589,Csuka És Csuka Kft,Csuka és Csuka Kft,6100,Kiskunfélegyháza,Dr Hollo L.u.55.,,,,,,0,,,,13893471203,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5682,100590,Csuka Gabona Kft.,Csuka Gabona Kft.,2624,Szokolya,Jókai u. 19.,30/9-402-811,27/301-513,,,,0,Csuka Péter peti.csuka@vnet.hu,,,12237634213,,,,,0,,,,Csuka Csaba,"Hajdú Melánia 53/578-549, 30/219-76-87",0,,,,,,,5,1,,,,,05,01,,,Rádiótelefon,Hivatali telefon,,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5683,100591,Csuka János,Csuka János,6100,Kiskunfélegyháza,VII.ker. 166.,,,,,,0,,,,79514394123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5684,100592,Csupor Ferenc,Csupor Ferenc,2347,Bugyi,Kölcsey F.u.3,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5685,100593,Csupor-Farm Bt.,Csupor-Farm Bt.,6041,Kerekegyháza,,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5686,100594,Borsos Péter Pál,Borsos Péter Pál,6647,Csanytelek,Arany J.u.16/a,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5687,100595,Csuport Zoltán,Csuport Zoltán,2921,Komárom,Orgona u.6.,30/396-29-84,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5688,100596,Csurgai Miklos,Csurgai Miklos,2700,Cegléd,Lajos u.5.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5689,100597,Csúri Géza,Csúri Géza,6135,Csólyospálos,Vörösmarty u. 9.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5690,100598,Csuthi Lajosné,Csuthi Lajosné,6000,Kecskemét,Serfõzõ u.13,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5691,100599,C-Univerzál Kft.,C-Univerzál Kft. ,6760,Kistelek,Kossuth u. 103.,62/597-008,,,c-univerzal@invitel.hu,,0,,1091,,14084786206,,,,,0,C-Univerzál Kft.,,,,,0,,,,,,,1,,,,,,01,,,,Hivatali telefon,,,,311,Belföldi követelések,3,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5692,100600,Czakó Bálintné,Czakó Bálintné,6114,Bugac,Fenyõ u. 10.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5693,100601,Czakó István József ,Czakó István József,6100,Kiskunfélegyháza,Nyíl u. 13.,20/4383505,,,,,0,,,,78620465223,,,,,0,,,,,,0,,,,,,1860929,,,,,,,,,,,,,,,,,,,,,,INTÕ,Integrációs õstermelõ,3,T,Termelõ,57,,
5694,100602,Czakó József,Czakó József,6114,Bugac,Felsõmonostor 388,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5695,100603,Czakó László,Czakó László,6112,Pálmonostora,Nagyatádi u.14.,30/231-50-68,30/837-8539,,,,0,,,,43906727223,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5696,100604,Czakó Lukács,Czakó Lukács,6100,Kiskunfélegyháza,Kinizsi u.2/a,20-8062213,20/510-2842,,,,0,,,,78617487123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5697,100605,Czakóó Bálint,Czakóó Bálint,6114,Bugac,Alsmonostor 159.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5698,100606,Czencz György Jármûa,Czencz György Jármûalk.ker.,6000,Kecskemét,Máriahegy 422.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,100607,Czere János,Czere János,6077,Orgovány,Hárs u.3,,,,,,0,,,,75790576123,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,100608,Czere János,Czere János,6320,Solt,Fûzfa u.28.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,100609,Czere Jánosné,Czere Jánosné,6320,Solt,Fûzfa u.28.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5702,100610,Czere László,Czere László,6325,Dunatetétlen,Arany J.u. 7,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5703,100611,Czifrik Ker. Kft.,Czifrik Mg.Bolt Kereskedelmi Kft,6120,Kiskunmajsa,Fõ u. 168.,20/564-8195,77/581-006,77/481-490,,,0,,,,11371487203,,,,,0,,,,Czifrik Endre,,0,,,,,,,1,2,1,,,,01,02,01,,Hivatali telefon,Hivatali fax,Hivatali telefon,,,,,,,,,NRM,Normál,1,V,Viszonteladó,58,,
5704,100612,Czigány Gyula,Czigány Gyula,6090,Kunszentmiklós,IV.ker 4,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5705,100613,Czégány Gyula,Czégány Gyula,6090,Kunszentmiklós,IV.ker 4,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5706,100614,Czigány József,Czigány József,6090,Kunszentmiklós,Baksai u.15,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707,100615,Ifj.Varga György,Varga György Ifj.,6098,Tass,Széchenyi u. 107.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5708,100616,Szemes Mihály László,Szemes Mihály László,6090,Kunszentmiklós,Óvoda u.10/a,20/953-43-64,,,,,0,,,,78651690123,,,,,0,,,,,CSehi Józsefhez ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5709,100617,Czigler Gyula,Czigler Gyula,6090,Kunszentmiklós,Vásár Tr 27/a,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5710,100618,Czigler István,Czigler István id.,6090,Kunszentmiklós,Kossuth L.  51.,30/2729-101,20/4705644,76/351-291,,,0,,,,75842958223,,,,,0,,,megszünt,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5711,100619,Czigler Sándor,Czigler Sándor,6090,Kunszentmiklós,Apaji t 17.,20/3221606,,,,,0,,,,75780027223,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5712,100620,Czili Zsolt,Czili Zsolt,2347,Bugyi,Éj u.2,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5713,100621,Czimer Kft.,Czimer Kft.,2646,Drégelypalánk,,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5714,100622,Czinege László,Czinege László,2700,Cegléd,Rákóczi u. 41,06-30/567-34-66,06-53/310-319,,,,0,,,,,,,,,0,,,,,,0,,,,,,,5,3,,,,,05,03,,,Rádiótelefon,Otthoni telefon,,,,,,,,,,,,,,,,,
5715,100623,Czink Dávid,Czink Dávid,6120,Kiskunmajsa,Mezõ u. 6.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5716,100624,Dömötör István,Dömötör István,2364,Ócsa,Magyar s.u.2.,06-30/401-26-25,29/379197,ifj.Dömötör István,,,0,,,,,,,,,0,,,,,,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5718,100626,D&K Trans Kft,D&K Trans Kft,6116,Fülöpjakab,Alkotmány u.15.,30/555-8343,,,,,0,,,,11576345203,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5719,100627,D.B.T. Bt.,D.B.T. Bt.,7617,Pécs,Pf.:43.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5720,100628,D+D Kft,D+D Kft,2053,Herceghalom,Mtrgyazem,felszámolás alatt,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5721,100629,D+K Trans Szállítmán,D+K Trans Szállítmányozás,6100,Kiskunfélegyháza,Attila u.90.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722,100630,D-A-B Ip. és Ker.Bt.,D-A-B Ipari és Kereskedelmi Bt.,6800,Hódmezõvásárhely,Galamb u. 30.,,,,,,0,,,,21747083206,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,Ü,Üzem,59,,
5723,100631,Daewoo Márkaker. s S,Daewoo Márkaker. s Szerviz,6000,Kecskemét,Mindszenti krt.53.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5725,100633,Dani János,Dani János,2344,Dömsöd,Thököly út 1.,20-971-80-63,,,,,0,,,,50789122233,,,,,0,,,,,,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5726,100634,Danics Alajos,Danics Alajos,6000,Kecskemét,Mária,,30/327-7228,,,,0,,,,53313344123,,,,,0,,,,,,0,,,,,,,1,,,,,,01,,,,Hivatali telefon,,,,,,,,,,,,,,,,,,
5727,100635,Darabos Zoltánn,Darabos Zoltánn,6647,Csanytelek,Jókai u. 3,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5728,100636,Darányi Kálmán,Darányi Kálmán,6031,Szentkirály,Kossuth u. 48.,70/338-6490,,,,,0,,,,75741170123,,,,,0,,,,Darányi Kálmán,,0,,,,,,1398473,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,INTV,Integrációs vállalkozó,5,T,Termelõ,57,,
5729,100637,Csitári Tibor Antaln,Csitári Tibor Antalné,6000,Kecskemét,Nagy Lajos Király,76/410-471,30/239-2548,,tcsitari@citromail.hu,,0,,,,75738257223,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,INT,Integrációs,2,,,,,
5730,100638,Dávid József,Dávid József,2252,Tóalmás,Kossuth L. u. 68.,30/471-0501,29/426-393,,,,0,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5731,100639,Dávid József,Dávid József,6033,Városföld,Nyár u.7.,76/474-043,30/71-06321,30/514-3655,davidnekuruczeva@gmail.com,,0,,1091,,75814991123,,,,,0,,,,Dávid József,,0,,,,,,,3,,,,,,03,,,,Otthoni telefon,,,,311,Belföldi követelések,3,,,,,INTÕ,Integrációs õstermelõ,3,T,Termelõ,57,,
5732,100640,Dávid Józsefné,Dávid Józsefné,2252,Tóalmás,Békeu.55,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5733,100641,Dávidházi József,Dávidházi József,2890,Tata,Nagykert út 17.,30/396-29-84,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5734,100642,Dávidházi László,Dávidházi László,2890,Tata,Nagykert út 17.,30/396-29-84,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5735,100643,Dávidházi Miklós,Dávidházi Miklós,2890,Tata,Komáromi út,30/396-29-84,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5736,100644,Deák Imre,Deák Imre,6646,Tömörkény,Dózsa Gy.u.107.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
5737,100645,Deák István,Deák István,6640,Csongrád,Hársfa u.37.,30/943-40-40,,,,,0,,,,45828719226,,,,,0,,,,,,0,,,,,,,5,,,,,,05,,,,Rádiótelefon,,,,,,,,,,,NRM,Normál,1,T,Termelõ,57,,
13241,100646,Orosi-Farm Kft.,Orosi-Farm Kft.,6512,Szeremle,Dózsa Gy. u. 28.,,,,,,0,,,,,,,,,0,,,,Orosi Lajos,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5739,100647,Deák Istvánné,Deák Istvánné,6647,Csanytelek,Damjanich t 58.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13242,100648,Dávod-Agro Bt.,Dávod-Agro Bt.,6524,Dávod,Zombori u. 13.,79/481-813,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,1,,,,,,01,,,,Hivatali telefon,,,,,,,,,,,,,,,,,,
5741,100649,Deák Zoltán,Deák Zoltán,6646,Tömörkény,Attila út68.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5742,100650,ENKSZ Észak-Dél Regi,ENKSZ Észak-Dél Regionális Földgázszolg.Zrt.,6724,Szeged,Pulcz u.44.,06-62-569-713,,,,,0,,,,13799047244,,,,,0,,,,,,0,,,,,,,1,,,,,,01,,,,Hivatali telefon,,,,,,,,,,,,,,,,,,
5743,100651,Dékány József,Dékány József,6760,Kistelek,Kossuth L.u.22.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5744,100652,Délhir Hirlapker. Rt,Délhir Hirlapker. Rt,6000,Kecskemét,Küls?-Szegedi ut13,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5745,100653,Deli József,Deli József,6132,Móricgát,Felsõ  11.,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5746,100654,Deli Károly,Deli Károly,2700,Cegléd,Nefelejcs u 42,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
